230			
1	2	881.54	10000000
1	2	811.0242292	10000000
1	2	752.088413	10000000
1	2	703.3951539	10000000
1	1	658.5985374	10000000
1	3	617.5228612	10000000
1	2	578.8936937	10000000
1	2	544.941858	10000000
1	3	508.8609139	10000000
1	3	479.0491892	10000000
1	2	446.3837446	10000000
1	3	418.3762779	10000000
1	3	392.1833525	10000000
1	3	365.7854518	10000000
2	0	1357.33	1000000000
2	0	1630.04	1000000000
2	0	1227.49	1000000000
2	0	1346.33	1000000000
2	0	1178.78	1000000000
2	0	1330.12	1000000000
2	0	1632.86	1000000000
2	0	1131.17	1000000000
2	0	1315.14	1000000000
2	0	1110.58	1000000000
2	0	1298.08	1000000000
2	0	1570.85	1000000000
2	0	2128.43	1000000000
2	0	1084	1000000000
2	0	1284.84	1000000000
2	0	1101.15	1000000000
2	0	1274.08	1000000000
2	0	1576.57	1000000000
2	0	2153.12	1000000000
2	0	1081.6	1000000000
2	0	1230.01	1000000000
2	0	1051.01	1000000000
2	0	1204.03	1000000000
2	0	1034.11	1000000000
2	0	1203.49	1000000000
2	0	1171.36	1000000000
2	0	1131.28	1000000000
2	0	1078.49	1000000000
2	0	2044.83	1000000000
2	0	1058.18	1000000000
2	0	1056.58	1000000000
2	0	1053.61	1000000000
2	0	1062.36	1000000000
2	0	1051.67	1000000000
2	0	1061.04	1000000000
2	0	1021.73	1000000000
2	0	1522.1	1000000000
2	0	1491.66	1000000000
2	0	1152.14	1000000000
2	0	1086.17	1000000000
2	0	1205.54	1000000000
2	0	1042.87	1000000000
3	0	992.1	1000000000
3	0	991.7	1000000000
3	0	991.4889	1000000000
3	0	991.0278	1000000000
3	0	990.7442	1000000000
3	0	1000	1000000000
3	0	1000.77	1000000000
3	0	997.71	1000000000
3	0	990.3323	1000000000
3	0	990.0647	1000000000
3	0	989.6	1000000000
3	0	989.42	1000000000
3	0	1000.8594	1000000000
3	0	990.25	1000000000
3	0	996.59	1000000000
3	0	988.87	1000000000
3	0	988.73	1000000000
3	0	988.13	1000000000
3	0	988.0448	1000000000
3	0	1000.39	1000000000
3	0	993.125	1000000000
3	0	1007.5391	1000000000
3	0	987.51	1000000000
3	0	987.3361	1000000000
3	0	986.7417	1000000000
3	0	1002.5391	1000000000
3	0	988.0859	1000000000
3	0	995.3906	1000000000
3	0	986.0498	1000000000
3	0	985.3524	1000000000
3	0	1003.55	1000000000
3	0	984.6441	1000000000
3	0	983.9293	1000000000
3	0	986.6895	1000000000
3	0	1003.1	1000000000
3	0	993.5	1000000000
3	0	983.2128	1000000000
3	0	982.4963	1000000000
3	0	1000.14	1000000000
3	0	995.5287	1000000000
3	0	981.83	1000000000
3	0	1005.7616	1000000000
